"","x"
"54093","FKBP1A-PS3"
"54094","NCAM2"
"54095","KCNA1"
"54096","KCNA6"
"54097","SIGLEC15"
"54098","GM26673"
"54099","EOGT"
"54100","SLC14A1"
"54101","CPEB4"
"54102","VWCE"
"54103","GM6368"
"54104","BPIFA2"
"54105","GM15384"
"54106","GM5762"
"54107","GM6373"
"54108","RAB39B"
"54109","GM15063"
"54110","GM25421"
"54111","GM15065"
"54112","RBBP7"
"54113","GM54838"
"54114","7120432I05RIK"
"54115","PGA5"
"54116","GM49555"
"54117","GM49558"
"54118","GM44065"
"54119","GM5676"
"54120","NDUFA9"
"54121","GM49559"
"54122","GM26130"
"54123","PGK1-PS1"
"54124","SNORA20"
"54125","RPL21-PS5"
"54126","ACAT3"
"54127","GM49561"
"54128","GM41481"
"54129","CYYR1"
"54130","MIR7036B"
"54131","VPS37C"
"54132","GM42867"
"54133","GM42628"
"54134","GM16333"
"54135","USP12"
"54136","SKINT5"
"54137","GM42629"
"54138","GM42630"
"54139","GM52978"
"54140","GM21850"
"54141","POU5F1-RS4"
"54142","RPL7A-PS7"
"54143","GM14497"
"54144","ELOVL6"
"54145","BPIFA3"
"54146","GM2541"
"54147","GM6278"
"54148","4930524B15RIK"
"54149","ADAMTS1"
"54150","SSH2"
"54151","GM44864"
"54152","KLHL25"
"54153","SLC14A2"
"54154","ACAT2"
"54155","GM43072"
"54156","EGF"
"54157","AKAP3"
"54158","CD5"
"54159","BPIFA1"
"54160","PDGFRA"
"54161","GM45139"
"54162","GM45211"
"54163","MIR3100"
"54164","SIX5"
"54165","PUS7L"
"54166","ADAMTS5"
"54167","AKIP1"
"54168","GM12825"
"54169","GM53026"
"54170","SKINT11"
"54171","BPIFA5"
"54172","GM48181"
"54173","GM48182"
"54174","TMF1"
"54175","GM6125"
"54176","STXBP6"
"54177","TLX1"
"54178","MEIOSIN"
"54179","GM49570"
"54180","GM49572"
"54181","LBX1"
"54182","GM25715"
"54183","GRIK1"
"54184","IRAK4"
"54185","BBS5"
"54186","FBXO46"
"54187","GM29594"
"54188","CD6"
"54189","GM15946"
"54190","H2-M10.3"
"54191","GM15741"
"54192","TRABD2B"
"54193","BC051019"
"54194","STK-PS1"
"54195","H2-M10.5-PS1"
"54196","GM15901"
"54197","NPHP4"
"54198","GM24989"
"54199","GM15902"
"54200","LGALS1-PS1"
"54201","GM24731"
"54202","TOM1L2"
"54203","RPL9-PS9"
"54204","GM54914"
"54205","OBOX3-PS8"
"54206","GM9921"
"54207","H2-M10.4"
"54208","GM48517"
"54209","GM48518"
"54210","GM24948"
"54211","GM7153"
"54212","GM18112"
"54213","ASCL3"
"54214","GM26175"
"54215","GUCY2F"
"54216","DYRK4"
"54217","GM48531"
"54218","GM7422"
"54219","QPCTL"
"54220","GM48535"
"54221","GM48536"
"54222","NOVA1"
"54223","GM20452"
"54224","GM20451"
"54225","TWF1"
"54226","GM20454"
"54227","GM20453"
"54228","H2-M11"
"54229","GM6133"
"54230","GM26430"
"54231","GM23895"
"54232","SETBP1"
"54233","GM8868"
"54234","GM33869"
"54235","SNRPD2"
"54236","GM48543"
"54237","GM48542"
"54238","GM20450"
"54239","GM54916"
"54240","GM36971"
"54241","WTAP"
"54242","GM2089"
"54243","GM7392"
"54244","GM46327"
"54245","GM2116"
"54246","GM48587"
"54247","GM20593"
"54248","GM29818"
"54249","GM25824"
"54250","GM50176"
"54251","TMEM9B"
"54252","ARHGAP12"
"54253","GM26454"
"54254","GM7456"
"54255","GM18623"
"54256","FOXG1"
"54257","TMEM117"
"54258","RAD51AP1"
"54259","GM25412"
"54260","GM8215"
"54261","GM5390"
"54262","GM43517"
"54263","GM14656"
"54264","NRIP3"
"54265","MAGEC2"
"54266","GM48659"
"54267","GM19599"
"54268","GM25015"
"54269","GM7476"
"54270","KLHL41"
"54271","GM55027"
"54272","GM7481"
"54273","GM42697"
"54274","GM42957"
"54275","PRKD1"
"54276","GM25546"
"54277","GM23129"
"54278","NELL2"
"54279","ITGA10"
"54280","TXLNG"
"54281","GM22822"
"54282","AGBL1"
"54283","BPIFB1"
"54284","DKK4"
"54285","GM48777"
"54286","GM18301"
"54287","GM37219"
"54288","RNASEH2A"
"54289","H3F3A"
"54290","SYNE2"
"54291","GM17808"
"54292","GM13172"
"54293","GM55443"
"54294","D6WSU163E"
"54295","GM13173"
"54296","AJAP1"
"54297","GM37850"
"54298","MAN2C1"
"54299","SLC15A3"
"54300","GM25880"
"54301","GM13115"
"54302","A430005L14RIK"
"54303","GM10802"
"54304","TMEM132A"
"54305","GM27572"
"54306","GM55019"
"54307","MIR582"
"54308","MIR1904"
"54309","RAB3C"
"54310","BPIFB5"
"54311","DFFB"
"54312","RPL21-PS11"
"54313","ANKRD35"
"54314","UBA3"
"54315","TMEM109"
"54316","RREB1"
"54317","ITIH5"
"54318","GM44921"
"54319","GIPR"
"54320","GM24668"
"54321","DBX2"
"54322","GM24836"
"54323","SOD2"
"54324","SDE2"
"54325","BTRC"
"54326","GM33255"
"54327","GM46546"
"54328","GM8843"
"54329","CLDN17"
"54330","GM8849"
"54331","CLDN8"
"54332","CEP104"
"54333","UBR5"
"54334","KRTAP24-1"
"54335","GM54874"
"54336","2310079G19RIK"
"54337","SP140L2"
"54338","PIAS3"
"54339","KRTAP26-1"
"54340","FASTKD1"
"54341","KRTAP27-1"
"54342","GM7667"
"54343","KRTAP13-22"
"54344","KRTAP13-1"
"54345","KRTAP13"
"54346","KRTAP13-20"
"54347","GPR31B"
"54348","KRTAP13-21"
"54349","GM49661"
"54350","POLB"
"54351","GM54875"
"54352","TCP10B"
"54353","GM3749"
"54354","GM4111"
"54355","GM49504"
"54356","GM54876"
"54357","GM49505"
"54358","GM49507"
"54359","GM35974"
"54360","KRTAP13-24"
"54361","GM55681"
"54362","GM44920"
"54363","KRTAP15-1"
"54364","GM5597"
"54365","2310001K20RIK"
"54366","GM45210"
"54367","GM44879"
"54368","GM44608"
"54369","KRTAP19-1"
"54370","GM23239"
"54371","GM55683"
"54372","KRTAP19-2"
"54373","KRTAP19-3"
"54374","KRTAP19-4"
"54375","SMS-PS"
"54376","GM8244"
"54377","GM6754"
"54378","KRTAP19-5"
"54379","PICALM"
"54380","GM16459"
"54381","GM15207"
"54382","GM14659"
"54383","GM23901"
"54384","KRTAP19-9A"
"54385","GM14657"
"54386","KRTAP19-9B"
"54387","GM8260"
"54388","GM6760"
"54389","KRTAP16-3"
"54390","GM49689"
"54391","SYAP1"
"54392","KRTAP22-2"
"54393","KRTAP6-3"
"54394","KRTAP6-1"
"54395","KRTAP6-7"
"54396","KRTAP6-5"
"54397","KRTAP6-6"
"54398","KRTAP20-1"
"54399","KRTAP20-23"
"54400","GM20305"
"54401","KRTAP20-20"
"54402","RPL19-PS1"
"54403","KRTAP20-21"
"54404","KRTAP20-22"
"54405","KRTAP20-24"
"54406","GM55239"
"54407","GM7582"
"54408","GM18342"
"54409","NLRC3"
"54410","PRDX2"
"54411","MIR3473A"
"54412","GM15209"
"54413","MAGEA9"
"54414","LRRC47"
"54415","LEFTY2"
"54416","BPIFB9A"
"54417","EYA1"
"54418","SLITRK4"
"54419","GM11166"
"54420","UNC93A"
"54421","GM24598"
"54422","GM14676"
"54423","GM43125"
"54424","GM43124"
"54425","GM26111"
"54426","ARL6IP5"
"54427","GM14667"
"54428","GM14673"
"54429","CTAG2"
"54430","GM14197"
"54431","BPIFB9B"
"54432","SMIM1"
"54433","FGF6"
"54434","GM12346"
"54435","GM14669"
"54436","GM14670"
"54437","GM42802"
"54438","GM14668"
"54439","H2AL1R-PS"
"54440","CORO6"
"54441","4930447F04RIK"
"54442","GM42803"
"54443","MIR7025"
"54444","GM42799"
"54445","GM55055"
"54446","LMOD3"
"54447","GM55365"
"54448","SLITRK2"
"54449","GM24502"
"54450","MFSD10"
"54451","FGF23"
"54452","GM23000"
"54453","GM8310"
"54454","MIR743"
"54455","CDK5RAP1"
"54456","MIR743B"
"54457","MIR742"
"54458","MIR883A"
"54459","MIR883B"
"54460","MIR471"
"54461","MIR741"
"54462","MIR463"
"54463","MIR880"
"54464","MIR878"
"54465","MIR881"
"54466","MIR871"
"54467","TIGAR"
"54468","MIR470"
"54469","MIR465D"
"54470","MIR465C-1"
"54471","MIR465B-1"
"54472","MIR465C-2"
"54473","MIR465B-2"
"54474","MIR465"
"54475","GM6783"
"54476","GM6807"
"54477","GM14682"
"54478","GM8312"
"54479","GM26276"
"54480","POLL"
"54481","GM14687"
"54482","JUNB"
"54483","GM1140"
"54484","GM14692"
"54485","CNTNAP4"
"54486","DPCD"
"54487","PLATR31"
"54488","RPL7A-PS13"
"54489","GM43126"
"54490","4933436I01RIK"
"54491","GM15778"
"54492","SKAP2"
"54493","MIR201"
"54494","MIR547"
"54495","GM14688"
"54496","MIR509"
"54497","GM4910"
"54498","GM23050"
"54499","GM5391"
"54500","GM49898"
"54501","GM6806"
"54502","GM10512"
"54503","GM22332"
"54504","SMOK2A"
"54505","GM5638"
"54506","OBP1B"
"54507","PRPF19"
"54508","GM15031"
"54509","GM25915"
"54510","SMOK2B"
"54511","GM14743"
"54512","CCDC27"
"54513","GM26500"
"54514","GM4995"
"54515","GM15032"
"54516","SNTA1"
"54517","4930480E11RIK"
"54518","BIRC6"
"54519","GM5763"
"54520","GM14749"
"54521","GM8754"
"54522","SLX4"
"54523","GM14752"
"54524","GM14745"
"54525","GM13117"
"54526","PRRG1"
"54527","GM13114"
"54528","PDZK1IP1"
"54529","GM55198"
"54530","GM10280"
"54531","SFMBT2"
"54532","GM25766"
"54533","GM24291"
"54534","MON1B"
"54535","NFATC1"
"54536","GM55085"
"54537","GM8757"
"54538","GM8761"
"54539","GM14747"
"54540","FAM47C"
"54541","GM8770"
"54542","SCN3B"
"54543","SYCE1L"
"54544","GM5939"
"54545","GM5455"
"54546","GM55091"
"54547","H2AL1Q-PS"
"54548","GAPT"
"54549","RPS24-PS3"
"54550","CCND2"
"54551","CYP4X1"
"54552","CFAP47"
"54553","PLK2"
"54554","DNASE1"
"54555","ANKRD13B"
"54556","GM18995"
"54557","TPI-RS11"
"54558","GM4968"
"54559","GM43635"
"54560","GM7308"
"54561","GM43636"
"54562","GM42458"
"54563","GM43631"
"54564","GM34091"
"54565","IPO8"
"54566","CTPS2"
"54567","NAA15"
"54568","CYP4A29-PS1"
"54569","GM53032"
"54570","GM12834"
"54571","CYP4A29"
"54572","CYP4A12A"
"54573","MTIF3"
"54574","SSR1"
"54575","GM45789"
"54576","GM30052"
"54577","ADAMTS18"
"54578","GM47266"
"54579","MAML2"
"54580","ZP1"
"54581","CYP4A30-PS"
"54582","CYP4A12B"
"54583","LNX2"
"54584","GM33172"
"54585","GM48533"
"54586","GM48534"
"54587","GM30839"
"54588","GM48547"
"54589","ACTBL2"
"54590","GM15285"
"54591","GM15289"
"54592","GM55191"
"54593","GM6270"
"54594","GM47105"
"54595","CAGE1"
"54596","NEIL1"
"54597","GM22353"
"54598","ODF1"
"54599","GM12837"
"54600","CYP4A30B"
"54601","TRAP1"
"54602","GM5213"
"54603","GM54780"
"54604","GM8705"
"54605","GM49314"
"54606","KLF10"
"54607","FBXW4"
"54608","NOP14"
"54609","GM12838"
"54610","GM12833"
"54611","CYP4A14"
"54612","NPRL3"
"54613","PARP11"
"54614","GM55686"
"54615","GM55687"
"54616","MIR466M"
"54617","MIR466F-1"
"54618","GM55247"
"54619","MIR669F"
"54620","MIR669E"
"54621","GM37444"
"54622","RIOK1"
"54623","MIR669B"
"54624","GM55689"
"54625","MIR669D"
"54626","MIR466F-2"
"54627","SP140L1"
"54628","MIR669L"
"54629","MIR669D-2"
"54630","MIR466F-3"
"54631","CYP4A10"
"54632","MIR297A-2"
"54633","MIR466O"
"54634","GM55690"
"54635","ANO6"
"54636","NUDT17"
"54637","COMMD4"
"54638","PPIG"
"54639","HOOK2"
"54640","POLR1D"
"54641","GM10553"
"54642","PTGDR2"
"54643","PYCR2"
"54644","FGF8"
"54645","COL25A1"
"54646","RPS10-PS4"
"54647","GM54922"
"54648","GSX1"
"54649","GM49547"
"54650","CREBBP"
"54651","GM24556"
"54652","PDX1"
"54653","GM27033"
"54654","MSC"
"54655","MIR7K"
"54656","CDX2"
"54657","GM43633"
"54658","CRACR2A"
"54659","GM37412"
"54660","SMT3H2-PS4"
"54661","LEFTY1"
"54662","URAD"
"54663","GM29778"
"54664","GRK4"
"54665","RPL5-PS1"
"54666","CYP4B1-PS1"
"54667","CYP4A31"
"54668","GM16038"
"54669","RBM6"
"54670","PTPN4"
"54671","GM55035"
"54672","GM10129"
"54673","GPBP1"
"54674","GM43634"
"54675","HBA-X"
"54676","PRMT8"
"54677","HBA-A1"
"54678","GM50211"
"54679","ATP9B"
"54680","CYP4A32"
"54681","GM43210"
"54682","GM43211"
"54683","GM42837"
"54684","MGST2"
"54685","GM54785"
"54686","GM49172"
"54687","GM42560"
"54688","MIR467G"
"54689","FLT3"
"54690","ARID2"
"54691","GM42739"
"54692","GM42741"
"54693","4921513H07RIK"
"54694","MIR7233"
"54695","GM42811"
"54696","GM55144"
"54697","TSPAN11"
"54698","HBQ1B"
"54699","CYP4B1"
"54700","HBA-A2"
"54701","NPM3"
"54702","HBQ1A"
"54703","GIT1"
"54704","GM37261"
"54705","MAML3"
"54706","OGA"
"54707","GM15870"
"54708","FRMD4B"
"54709","GM6054"
"54710","GM29793"
"54711","GM43461"
"54712","GM43460"
"54713","GM10729"
"54714","GM37342"
"54715","GM37229"
"54716","GM55090"
"54717","3110080O07RIK"
"54718","GM38000"
"54719","GM37675"
"54720","GM38252"
"54721","GM20089"
"54722","GM38055"
"54723","GM37526"
"54724","POLR3C"
"54725","GM54790"
"54726","SCAF11"
"54727","KIT"
"54728","MIR467C"
"54729","MIR466B-1"
"54730","MIR669A-3"
"54731","MIR669K"
"54732","GM55694"
"54733","MIR467A-1"
"54734","MIR466B-8"
"54735","MIR669A-1"
"54736","MIR669G"
"54737","GM13622"
"54738","GM55695"
"54739","MIR669J"
"54740","MS4A4A"
"54741","MIR467A-2"
"54742","MIR466E"
"54743","MIR669A-4"
"54744","GM55696"
"54745","GM55697"
"54746","MIR467B"
"54747","MIR466C-1"
"54748","MIR669A-5"
"54749","GM55698"
"54750","GM55699"
"54751","MIR467A-3"
"54752","MIR466C-2"
"54753","MIR669A-6"
"54754","GM55700"
"54755","GM55701"
"54756","GM55702"
"54757","CFAP210"
"54758","GM5692"
"54759","MS4A4C"
"54760","GM54926"
"54761","GM7172"
"54762","RPS11-PS4"
"54763","GM12848"
"54764","GM3851"
"54765","MIR5101"
"54766","GM37745"
"54767","SERPINA3J"
"54768","TRP73"
"54769","GM29657"
"54770","GM8338"
"54771","GM29658"
"54772","TMEM177"
"54773","GM49496"
"54774","IKBKB"
"54775","SERPINA3K"
"54776","SLC38A1"
"54777","LMAN2"
"54778","TRPA1"
"54779","TRP53I13"
"54780","GM37436"
"54781","GM5511"
"54782","MTMR2"
"54783","MS4A4B"
"54784","GM37186"
"54785","ADCY9"
"54786","MIR467A-4"
"54787","MIR466B-4"
"54788","SERPINA3M"
"54789","MIR669A-7"
"54790","GM55704"
"54791","GM55705"
"54792","GM55706"
"54793","MIR467A-5"
"54794","MIR466B-5"
"54795","MIR669P-1"
"54796","GM55707"
"54797","GM55708"
"54798","GM55709"
"54799","MIR467A-6"
"54800","MIR466C-3"
"54801","MIR669A-8"
"54802","GM55710"
"54803","GM55711"
"54804","GM55712"
"54805","MIR467A-7"
"54806","MIR466B-6"
"54807","MIR669A-9"
"54808","GM55713"
"54809","GM55714"
"54810","GM55715"
"54811","MIR467A-8"
"54812","DSP"
"54813","MIR466B-7"
"54814","MIR669P-2"
"54815","GM55716"
"54816","GM55717"
"54817","GM55718"
"54818","MIR467A-9"
"54819","MIR466B-2"
"54820","MIR669A-10"
"54821","GM55719"
"54822","GM55720"
"54823","GM55721"
"54824","GM55722"
"54825","GM55723"
"54826","SERPINA3N"
"54827","MIR669A-11"
"54828","GM55724"
"54829","MS4A6C"
"54830","GM55725"
"54831","GM55726"
"54832","PHOSPHO2"
"54833","ABHD15"
"54834","GM24334"
"54835","G2E3"
"54836","GM10392"
"54837","SH3PXD2B"
"54838","GM8369"
"54839","GM6142"
"54840","GM37465"
"54841","C130089K02RIK"
"54842","CLCN2"
"54843","GM22581"
"54844","GM22045"
"54845","SLC38A2"
"54846","ETNPPL"
"54847","DUSP6"
"54848","KCNIP2"
"54849","MAGEB16"
"54850","GAD1-PS"
"54851","GM46231"
"54852","GM48085"
"54853","GM47578"
"54854","CSL"
"54855","PFKP"
"54856","MIR467A-10"
"54857","MIR466B-3"
"54858","MIR669A-12"
"54859","GM13624"
"54860","GM8888"
"54861","GM47579"
"54862","GM55728"
"54863","MIR467E"
"54864","CCDC6"
"54865","RPL10A-PS3"
"54866","URM1"
"54867","DCAF13"
"54868","GM4772"
"54869","GM4773"
"54870","GM14760"
"54871","TMEM63A"
"54872","TMEM164"
"54873","GM54794"
"54874","GM9522"
"54875","SLC38A4"
"54876","UBTD2"
"54877","MRLN"
"54878","EFCAB9"
"54879","MIR466P"
"54880","GM55729"
"54881","TRCG1"
"54882","GM55730"
"54883","SLC16A9"
"54884","MIR467D"
"54885","MIR466"
"54886","GM55731"
"54887","STK10"
"54888","MIR297C"
"54889","MIR669C"
"54890","GM55732"
"54891","CBFA2T2"
"54892","GM42783"
"54893","5430420F09RIK"
"54894","OR14M1-PS1"
"54895","OSTC"
"54896","GSC"
"54897","MON1A"
"54898","GM7097"
"54899","GM20108"
"54900","GM47946"
"54901","GM47273"
"54902","GM54943"
"54903","SALL3"
"54904","R3HDM2"
"54905","ESR2"
"54906","GM42998"
"54907","FOXO1"
"54908","CAPRIN2"
"54909","TAOK1"
"54910","GM7503"
"54911","GM25718"
"54912","GM50424"
"54913","GM26012"
"54914","MIR5127"
"54915","GM50293"
"54916","GM50294"
"54917","GM50297"
"54918","GM50298"
"54919","GM20402"
"54920","1700017B05RIK"
"54921","B020010K11RIK"
"54922","GM38034"
"54923","RNF115"
"54924","GM17383"
"54925","GM54948"
"54926","GALR1"
"54927","GM50303"
"54928","GM43102"
"54929","GM38180"
"54930","GM55393"
"54931","MBP"
"54932","GAK"
"54933","GM18996"
"54934","GM5121"
"54935","PPCDC"
"54936","AMIGO2"
"54937","PCED1B"
"54938","GM42782"
"54939","GM10293"
"54940","2210411M09RIK"
"54941","GM22798"
"54942","CD160"
"54943","GM6952"
"54944","GM36961"
"54945","MIR652"
"54946","GM14768"
"54947","GM4383"
"54948","CFAP221"
"54949","GM49506"
"54950","S100G"
"54951","RPAP3"
"54952","GM5940"
"54953","GM55105"
"54954","GM22746"
"54955","GM8806"
"54956","GM15215"
"54957","GM6954"
"54958","GM15212"
"54959","GM14733"
"54960","GM15214"
"54961","GM26007"
"54962","GM7199"
"54963","ENDOU"
"54964","GRPR"
"54965","RPL34"
"54966","GM15346"
"54967","PLAT"
"54968","RNF138RT1"
"54969","GM15213"
"54970","TMEM47"
"54971","GM17973"
"54972","SRL"
"54973","SCTR"
"54974","GM12734"
"54975","GM12732"
"54976","GM12733"
"54977","GM23132"
"54978","NUFIP2"
"54979","GM14754"
"54980","SRSF8"
"54981","NEK1"
"54982","RIMS2"
"54983","GM43524"
"54984","GM43522"
"54985","ACTR3-PS"
"54986","GM43908"
"54987","2010110G14RIK"
"54988","GM19653"
"54989","GM14740"
"54990","GM14739"
"54991","GM25852"
"54992","GM24470"
"54993","GM23510"
"54994","GM14741"
"54995","GM44102"
"54996","GM24565"
"54997","GM55113"
"54998","GM23703"
"54999","GM5982"
"55000","AP1S2"
"55001","HIBADH"
"55002","GM37007"
"55003","GM55104"
"55004","GM43350"
"55005","QRICH2"
"55006","5830437K03RIK"
"55007","GM5855"
"55008","A430072C10RIK"
"55009","GM15885"
"55010","SCAMP5"
"55011","PDZK1"
"55012","EPHX1"
"55013","POLR2H"
"55014","GM7862"
"55015","GM55738"
"55016","TEX21"
"55017","KLHL23"
"55018","GM44445"
"55019","GM44434"
"55020","GM24355"
"55021","GM43966"
"55022","TAX1BP1"
"55023","MIR669A-2"
"55024","GM55739"
"55025","GM55740"
"55026","GM55741"
"55027","TRP73OS"
"55028","MIR297B"
"55029","MIR466D"
"55030","GM55742"
"55031","MIR669M-1"
"55032","MIR669M-2"
"55033","GM26036"
"55034","MIR466N"
"55035","MIR669O"
"55036","MIR466G"
"55037","TFAP4"
"55038","WRAP73"
"55039","MIR466H"
"55040","MIR297A-3"
"55041","MIR466L"
"55042","MIR297A-4"
"55043","GM55743"
"55044","MIR669I"
"55045","MIR669H"
"55046","GM18547"
"55047","GM13265"
"55048","D9WSU149"
"55049","GM13263"
"55050","CRYBA1"
"55051","GM18103"
"55052","GM6166"
"55053","GM37343"
"55054","RPP25"
"55055","GM23877"
"55056","GM26478"
"55057","GM13297"
"55058","MTHFSL"
"55059","GM13294"
"55060","ZRSR2"
"55061","TMEM37"
"55062","GM37431"
"55063","GM11191"
"55064","GM37086"
"55065","DEGS1L"
"55066","FBXW11"
"55067","COX5A"
"55068","SCFD1"
"55069","GLIS2"
"55070","CAPN3"
"55071","GM17967"
"55072","GM43967"
"55073","JAZF1"
"55074","NVL"
"55075","GM26631"
"55076","GRAMD1B"
"55077","TPRG1L"
"55078","PAM16"
"55079","GM15572"
"55080","GM55156"
"55081","TSPAN9"
"55082","GPR89"
"55083","MEGF6"
"55084","THPO"
"55085","OR1O3"
"55086","GM25104"
"55087","H2-M3"
"55088","FGFR3-PS"
"55089","CAR5B"
"55090","CNIH4"
"55091","OR11A3-PS1"
"55092","SMOC2"
"55093","ARMH3"
"55094","GM10029"
"55095","GM48238"
"55096","2900024D18RIK"
"55097","GM47978"
"55098","GM47991"
"55099","GM55058"
"55100","GM40663"
"55101","SIAH1B"
"55102","GM8725"
"55103","GJA5"
"55104","GM48251"
"55105","GM48252"
"55106","GM48253"
"55107","GM5191"
"55108","CORO7"
"55109","GM48257"
"55110","BMP6"
"55111","GM8192"
"55112","HTT"
"55113","COG6"
"55114","SMIM23"
"55115","GLS"
"55116","CLTRN"
"55117","OSCAR"
"55118","ADARB2"
"55119","GM12110"
"55120","GM12112"
"55121","GM55353"
"55122","RPSA-PS4"
"55123","GM12114"
"55124","FGF18"
"55125","OR1O4"
"55126","GM49720"
"55127","OR14Q1-PS1"
"55128","OR12D12"
"55129","GM6813"
"55130","HPS6"
"55131","GM55127"
"55132","OR12D2"
"55133","OR4D10"
"55134","SUV39H1"
"55135","OR4D10C"
"55136","RANBP17"
"55137","OR12D13"
"55138","TTC27"
"55139","GM45223"
"55140","GM45222"
"55141","GM45221"
"55142","GM45220"
"55143","MTHFD1"
"55144","NDUFA3"
"55145","GM15573"
"55146","GM55163"
"55147","GM8143"
"55148","GM44056"
"55149","9330102E08RIK"
"55150","OR4Z4"
"55151","GM18609"
"55152","GM8703"
"55153","CREB5"
"55154","OR4D6"
"55155","GM48259"
"55156","GM48261"
"55157","GM10357"
"55158","OR5A1"
"55159","GM48260"
"55160","GM48262"
"55161","GM48327"
"55162","NCF2-RS"
"55163","OR5BB12"
"55164","OR5AN8-PS1"
"55165","OR5AN9"
"55166","GM31104"
"55167","SCUBE2"
"55168","OR5BB10"
"55169","GM48802"
"55170","OR5AN1C"
"55171","GM37427"
"55172","GM26864"
"55173","ANKRD55"
"55174","GLYAT"
"55175","GM54803"
"55176","DCSTAMP"
"55177","GM13132"
"55178","ARHGEF16"
"55179","WAS"
"55180","GM24521"
"55181","OR5B94"
"55182","OR5B95"
"55183","GM49772"
"55184","KEG1"
"55185","DPYS"
"55186","ANP32-PS"
"55187","GM55142"
"55188","GM12118"
"55189","GM47526"
"55190","PSMB7-PS2"
"55191","GABRP"
"55192","AKAP5"
"55193","GM15962"
"55194","VASN"
"55195","DMD"
"55196","GM25803"
"55197","CNTF"
"55198","GM11765"
"55199","GM11411"
"55200","GM11412"
"55201","GM44505"
"55202","GM55520"
"55203","GM12914"
"55204","CHRD"
"55205","A430103D13RIK"
"55206","ZFP91"
"55207","ZBTB25"
"55208","DHDDS"
"55209","VAT1L"
"55210","GJA8"
"55211","GM25818"
"55212","GM44080"
"55213","TEAD4"
"55214","D130052B06RIK"
"55215","9230114J08RIK"
"55216","GM43222"
"55217","GM16291"
"55218","LHFPL6"
"55219","UBE2O"
"55220","LRP12"
"55221","CCDC83"
"55222","GM55074"
"55223","GM48837"
"55224","2810403G07RIK"
"55225","GM45484"
"55226","GM45809"
"55227","TXNDC5"
"55228","GM45483"
"55229","GM16179"
"55230","GM16178"
"55231","GM42898"
"55232","ZBTB1"
"55233","GM50021"
"55234","CLEC3A"
"55235","GM42899"
"55236","LPXN"
"55237","C130075A20RIK"
"55238","GM50269"
"55239","GM43804"
"55240","DUSP1"
"55241","GM43805"
"55242","GM43472"
"55243","GM43471"
"55244","AP3M2"
"55245","LEF1"
"55246","HSPA2"
"55247","GM49253"
"55248","GM49254"
"55249","KDR"
"55250","GM49255"
"55251","9330182O14RIK"
"55252","PPP1R36"
"55253","GM54811"
"55254","GM16294"
"55255","GM7382"
"55256","RPLP1RT"
"55257","ZFPM2"
"55258","GM50274"
"55259","GM8225"
"55260","OR5B21"
"55261","OR5B12B"
"55262","OR5V1B"
"55263","OR5B96"
"55264","OR14J9"
"55265","OR5B97"
"55266","GM25563"
"55267","GM49525"
"55268","CLMN"
"55269","GM49526"
"55270","OR5B12"
"55271","GM49524"
"55272","GM49529"
"55273","RAPGEF3"
"55274","OR14J2"
"55275","OR5B24"
"55276","OR14J3"
"55277","GM18213"
"55278","OR14J4"
"55279","GM24735"
"55280","RPL21-PS8"
"55281","AANAT"
"55282","BEST2"
"55283","ZFP236"
"55284","OR5B98"
"55285","OR14J10"
"55286","OR5B102"
"55287","OR2G25"
"55288","OR5B103-PS1"
"55289","OR10AL2"
"55290","OR5B125-PS1"
"55291","OR5B104"
"55292","OR10AL3"
"55293","TFPT"
"55294","OR5B105"
"55295","GM7335"
"55296","OR10AL4"
"55297","OR5B106"
"55298","OR10AL5"
"55299","KCNIP1"
"55300","BCL2A1D"
"55301","OR5B115-PS1"
"55302","OR5B116"
"55303","OR10AL6"
"55304","OR5B117"
"55305","GM18268"
"55306","GM37560"
"55307","GM26082"
"55308","OR2G1"
"55309","OR5BC4-PS1"
"55310","GM37614"
"55311","GM29562"
"55312","OR5B118"
"55313","FAM219B"
"55314","OR2B4"
"55315","GM5306"
"55316","OR5B119"
"55317","TRIL"
"55318","OR5AA2-PS1"
"55319","OR5B120"
"55320","RPL18-PS2"
"55321","GM22910"
"55322","OR14J1"
"55323","TULP3"
"55324","GM9577"
"55325","OR5AA3-PS1"
"55326","OR14J5"
"55327","OR5X1-PS1"
"55328","GM3188"
"55329","OR5B121"
"55330","GM18737"
"55331","GM18520"
